Data,Sentiment
চটি গলপ পুরোটাই শেষটা একটু জাতের ছিল সটার রেটিং হিসেবে দিয়েছি ওটা শেষটুকুর জনযই অযথা সময় নষট করার বইটা পড়ার ঢের ভালো বই আছে,0
খুবি বিরকত লেগেছে একই ঘটনা ঘুরায় পযাচায়,0
কেবল পরথম কয়েকটি অধযায় পড়েছি এটি দুঃখজনক হতাশাজনক বই মুডে ছিলাম না,0
বইটা খুবই ভালো যারা এখনো না কিনছে তাদের অবশযই কিনা উচিত ধনযবাদ আয়মান ভাইকে রকম বই আমাদের দেওয়ার,1
বইটি পছনদ হয়নি সতযিই সাথে োকেনি বা সাথে সংযুকত কখনও হয়নি এটি বিরকতিকর শেষ করা কঠিন খুঁজে পেয়েছি,0
সময় খুবই উপযোগী বই এটি বই আউটসোরসিং বেপারে পূরণ ধারনা পেয়েসি,1
ফাটাফাটি বই,1
বইটি আইরযাড করুন এটি এত অগভীর সমসত বই পুরোপুরি অবিশবাসয আরজেনটাইন সাবান অপেরার মতো পড়বে খুব হতাশ ছিলাম আপনার ইউথি,0
এক কথায় অসাধারণ যেকোন নতুন লেখকদের এটা পড়া অবশযই করতবয,1
ঘটনা পরবাহ এলোমেলো ভাবে সাজানো কোথা কোথায় যাচছে বোঝা মুশকিল শুরুটা ভালো ছিল কিনতু শেষে পড়ার আগরহ হারিয়ে ফেলেছি,0
সাকিব আল হাসান যেমন ভালো খেলেন তেমনি ভালো লেখেন পরমান সবরুপ হালুম অসাধারণ ভালো বই,1
বাংলা সাহিতযের সবচেয়ে ওভাররেটেড বইগুলোর,0
মূল কাহিনীর অনুবাদের অনুবাদের বানানের বানানের অবসথা জঘনয,0
অসাধারণ বই য় পরবেও এমন সাবলীল ভাষায় বিজঞানের নানান জানা অজানা চমকপরদ গলপগুলো জানতে চাই,1
নিজেকে সিরিজটি উপভোগ করতে দিতে পারি না এটি আমাকে খুব দু খিত তুলেছিল সব ভালবাসা সমপরকে ভালবাসা এখানে সথায়ী হবে না,0
পকষে অনেক বেশি লঙঘন বিশবাস করা সতয আরও ভাল হবে,0
বইটি চমৎকার অনেক দুরবোধয বিষয় সহজ তুলে ধরা হয়েছে অনেক ঘটনা জানতে পারলাম আশা করি অনযদেরও ভালো লাগবে,1
শিরোনামটি আকরষণীয় মনে হয়েছিল তবে বইটি ছিল না পৃষঠটি আরও ভাল হয়ে উঠবে এটির ফলসবরূপ ঘুরিয়ে দিয়েছিলাম,0
গলপটি সুনদর লেখা,1
অসাধারন নিরীকষণ,1
একজন মহান লেখকের দুরদানত বইটি সেটিং হিসাবে নিমন বিভাগের কোনও কিছু পড়তে পছনদ যেহেতু সেখানে থাকি তাই অঞচলটিকে ভালবাসি,0
খুবই ভাল বই,1
আগেরটার মতই অসাধারণ সাসপেনসে ভরপুর,1
বইটা পড়তে খুব ভালো লেগেছে অনেক সহজ বযাখযা থাকায় সি পরোগরামিং শেখার উপযুকত বই অনযানয বই গুলো অনেক ভালো ধনযবাদ লেখককে আরো কিছু বই লিখুন,1
বইয়ের শুরু থেকেই বোঝা যাচছিল মেমসাহেব নায়কের হয়নি তা সবাভাবিক ভাবেই মনে হয়েছিল অনয কারো সাথে মেমসাহেব বিয়ে হয়েছে কিনত যখন দেখলাম বিয়ে সমসযা না আবার বারবার খোকন খোকন করছে তখন বুঝলাম খোকন সংকরানত সমসযা হবে তবে যা হয়েছে বা যেভাবে হয়েছে সেটা ঠিক আশা করিনি তবে মেমসাহেব সাথে পরিচয় শুরু সবকিছুই অতি নাটকীয়তায় ভরা তাছাড়া তখনকার সমাজে মেমসাহেব শুরু মা মেঝদি সবাই এত এত বযাপার টাও ঠিক সবাভাবিক লাগেনি আরোপিত লেগেছে মনে হয়েছে পরকৃতি কে দোষ দেয়ার ইচছা সমাজকে ভাল সাজাচছে তবে সেই আমলে বই এত জনপরিয় হল মানুষ মেমসাহেব কে অসতী বলে ছুঁড়ে ফেলে দিল না কেন তাই ভাবছি,0
বইটি ঠিক আছে এটি ধীরে ধীরে শুরু হয় সেখানেই থাকে একজন নতুন গাইমন পরেমিকা হিসাবে এটিকে দু খিত তোলে বইটি পছনদ করি না,0
অসাধারণ বই চেয়েও অসাধারণ শেষের টুইসট,1
যারা ছোট বেলায় করিকেট খেলছেন বইটার সাথে তাদের সমৃতির পরিচয় থাকবে ভালোববাসা বইটার ওয়ান ডাউন,1
খুবই নিমনমানের অনুবাদ ভালো হয় অরিজিনালটি পড়লে বইটিতে মেমরি টেকনিক খুব বেশি নেই   টির মতন হবে নট রেকোমেনডেড মেমরি টেকনিক জানতে হলেই মোসতাক আহমেদ ভালো ছাতর হওয়ার সহজ উপায় বইটি পড়ুন,0
অসাধরন বই,1
অসাধরন বইটি জীবন বদলে দিয়েছে জীবনটা এত আননদের হতে পারে কোরস বইটা না পড়লে জীবনে এত আননদ থাকতনা,1
বই নিয়ে আসলে কিছু বলার নাই যদি অলপ কিছু বলি তাহলে বলব মাথা নষট করার মত বই অসাধারন অনুবাদ অনেক ভালো,1
যতটুকু পরয়োজন ততটুকু আয়োজন হুম কথার সাথে কাজের মিল আছে ভাল বই,1
পড়া অনযতম সেরা এক টি বই,1
ভালো লাগেনি৷ কাহিনি তালগোল পাকিয়ে বিচছিরি অবসথা লেখাটা আগেই লিখেছিলেন কিনতু এখনকার অদভুতুড়ে সিরিজের লেখাগুলোর মতো হলো কীভাবে বুঝলাম না সময়টা উপভোগ করতে চেয়েছিলাম গেল ভোগে,0
অসাধারণ বই বইটি অনেক কিছু শেখার আছে মনে হয় সবার বইটি সংগরহ পড়া উচিত বাসতব জীবনে অনেক কাজে লাগবে,1
বইটি সতযি অসাধারণ বই বই তে কিছু কিছু জায়গায় মনের ভাব এমন সুনদর ভাবে ফুটে উঠেছে কথায় বোঝানো যায় না,1
পড়ার হালকা কিছু খুঁজছিলাম তবে এটি কেবল আগরহই রাখেনি এটা খুব পরাবাসতব ছিল যাই হোক ধনযবাদ,0
বইয়ের রেটিং দিতে গিয়ে পড়েছি এক অদভুত সমসযায় হিসেবে এটা জিরো পাওয়ার যোগয কিনতু জিরো তো দেওয়া যায় না তাই এক দিয়েই কষেমতা দিলাম,0
বই কিভাবে পরকাশিত হয় করেতারা নিচছে হতবাক বই কিছু অংশ পড়ে দেখেই মেজাজটা বিগড়ে গেল,0
কয়েকটি পাঁচটির বেশি নয় বইগুলির মধযে এটি শেষ না করেই ফেলে দিতে হয়েছিল মৃতযুর কাছে বিরকতিকর,0
কেবল টি পৃষঠা পড়েছি যেতে পারিনি মহিলা মানসিকভাবে হাড়ভাঙা পরারথনা,0
নামটা দেখে খুব পড়তে ইচছা করলো কিনতু নামের মত বইটা ততটা আকরষন করলো না সতযি বলতে শেষের দিকে বিরকতি শেষ পাতায় এসে লেখকের উপর বেশ রাগ হলো নাহ একদম মজা পাইনি উপনযাসের পরিণতি বড়ই উদভট,0
ই কমারস অলিগলি জানার বইটি যথেষট বলে মনে হয় পরে ভালই লাগলো,1
বইটি যখন পরথম পড়ি তখনই বুজতে পারছিলাম বইটি বাজারের যেকোনো সাধারণ বই না কেউ যদি বইটি সাথে রাখে তাহলে কারো কাছে পরশন থাকবেনা অনতত বিসিএস নিয়ে একদম বই কিনা শুরু একজন বিসিএস কযাডার হিসেবে যোগদান পরযনত একজন সটুডেনটএর যত পরশন থাকতে পারে সবগুলি পরশনের উততর বইটিতে রয়েছে লেখককে ধনযবাদ অনেকদিন পরে হলেও বাংলাদেশে রকম বই লিখার জনযে,1
অসাধারণ এক উপনযাস শুরু করলে শেষ করা ছাড়া উঠার উপায় নেই ইতিহাসের অজেয় বীর সুলতান মাহমুদ গজনবীর বিভিনন অভিজান বিশেষতঃ সোমনাথ অভিজান নিয়ে লেখা বইটি সাথে সাথে বইটিতে অনযরকম রোমাঞচ নিয়ে আগমন হয় ধাপে রণবীর নিরমলা রামনাথ রুপাবতি আশা শকুনতলার সবমিলিয়ে বইটা একজন উপনযাস পাঠকের মনে দাগ কাটতে সকষম,1
দরিদর কথোপকথন দুরবল অকষর হকি বিজঞান ঠিক এটি শেষ করতে পারেনি হতে পারে কোনওভাবে সেরা অংশটি মিস করেছি তবে পৃষঠার পরে যথেষট ছিল,0
বই ভাল লাগে যখন গলপটা ভাল হয় চরিতরের গাঁথুনি গুলা ভাল হয় গলপ বলার ধরন টা ভাল হয় রাফখাতা পড়তে পড়তে চরিতর গুলোর অনুভুতি অভিমান গুলো অনুভব করতে পারছিলাম তাই বইটা শুধু ভাল না খুব ভাল লেগেছে,1
লেখাটি বিরকতিকর ছিল বইটি এখন বিরকতিকর ছিল এখন সতযিই চকরানত পরচছদটি সে বযতীত দৃষটি আকরষণ করেছে না,0
বই টি শখ পড়তে বসেছিলাম ভালো বই ভেবে বইটির বেসট ডেসকরিপশন সমভবত একজন রাজনৈতিক দলের নিবেদিত করমীর মনসকরিয়ার পাডুলিপি যদিও বইতে ইসলামী রাজনীতির কারযকলাপ ই নিরদিষট ভাবে তুলে ধরা হয়েছে শুধুমাতর মানদণডেই বইটিকে ফুল মারকস দেওয়া যায় ইসলাম ধরম নিয়ে কিছু বিভরানতিমূলক কথাবারতা উললেখ রয়েছে আগেও লেখক হুমায়ুন আজাদের চাছাছলা লেখা পছনদ হয়নি বযকতিগত ভাবে কোনো বই নিষেধের পকষপাতী নই তবে অরধেক পড়ার পর অগরসর করার রুচি হয়নি সমগর বইটিতে কোনও চযাপটার নেই উপনযাস নয় এক হিসেবে চটি হিসেবে চালিয়ে দেওয়া যায় কোনো এটাতে খুঁজলে পাওয়ার আশা বৃথা কোনো অতি সাধারণ লেখার পাঠক সংখযা বৃদধি র উততম পনথা নিষিদধ ঘোষণা করা পাক সার জমিন সাদ বাদ যেন উকতির জলজযানত উদাহরণ,0
অসামানয বইটার লেখককে অভিননদন জানাই,1
বইটা খুবই অগোছালো এলোমেলো অনেক কিছু দিয়ে পৃষঠা বাড়ানো হয়েছে বইটা কিনে হতাশ পয়সা নষট বইটা না কেনাই ভালো,0
অবশযপাঠয বই,1
গলপ গুলো ভাল লাগেনি কুইক পড়ে সতযিই আগরহ রাখে না ভাবতে থাকি পূরবেরটি আরও ভাল হবে তবে আসলে তা নয়,0
সিরিয়াসলি বইতে ুকতে পারিনি ভযান গগকে নীল রঙের মতোই জানি তবে যতদূর পড়েছি বইয়ের ধারণা পেতে পারি না,0
ভয়াবহ বিরকতিকর আগরহ রাখতে পারেনি পরথম টি অধযায়ের পরে পড়া বনধ করেছি কারণ ঘুম পড়ার সময়কে আকরমণ চলেছে,0
লাবনী পয়েনট বইটা পরে অনেক ভাল লাগছে রাতে বইটা পড়বার পরে ঘুমই আসে নাই বইটা মধযে কেন জানি হুমায়ুন আহমেদ সযারকে খুজে পেলাম জে আলী সযারকে ধনযবাদ সযার আপনার পরের বই অপেকষায় রইলাম,1
বইটা আসলে অনেক ভালো এতে রয়েছে বাসতবতা রয়েছে ছোটট ভাইয়ের পরতি বড় ভাইয়ের মমতা রয়েছে সবামীর পরতি সতরীর অগাধ ভালোবাসা,1
চমৎকার বই এইটি,1
বাংলা অনুবাদ সাজানো গোছানো না লাইন গুলা আগে পরে উলটা পালটা সাজানো,0
লেখক দবারা কিছু পড়ব না এটা সব আবরজনা কীভাবে মতো কেউ পরকাশিত হয় বিশবে,0
ফিলিসতিনের  বছরের ইতিহাস সমপরকে সবচছ ধারণা দিবে ফিলিসতিনের পরতি আপনার লুকানো ভালবাসা হৃদয়ে আঁচড় কাটবে পরতিটি পাতায় পাতায় কিভাবে বংশ পরমপরায় জাতি নিরযাতিত হচছে বারং বার কিনতুু কেউ দেখার নেই শেষ না করলে ভাল লাগবে না মাতর  পৃষঠার বইটি তরিশ পৃষঠা মনে হবে লেখিকা সুজান আবুলহাওয়ার অনেক দিনের গবেষণার ফসল বলা যায় তিনি তথয র অনেক ঐতিহাসিক লেখকের বই ঘাটাঘাটি করেছেন ধনযবাদ দিয়ে লেখার দকষতাকে ছোট করা হবে অনুবাদক নামুজ সাকিব কে ধনযবাদ দিয়ে ছোট করবো না অসাধারণ অনুবাদ হৃদয় জয় করতে সময় লাগে না ইহুদি করতৃক নিরযাতিত ফিলিসতিনের ইতিহাস কাছে অনেকটা আমাদের দেশে আশরয় নেওয়া মিয়ানমারের রোহিঙগা জাতির উপর নিরযাতনের মিল পেয়েছি দেরি না পড়ে ফেলুন হাদিয়া দেওয়ার অসাধারণ বই,1
খুব ভালো বই,1
শুরু টা যেভাবে শুরু করার পর নামটা চমৎকার লেখেকের আতববিশবাস পড়ে মনে হচেছ নতুন হিসাবে যারা আউটসোরসিং শুরু করতে চায় তাদের চমৎকার বই,1
বেশ কিছু দুরদানত বইয়ের পরে অপঠনযোগয অলসভাবে লিখিত ডেরিভেটিভ আবরজনা এখন কী ভূতের লেখক আছে,0
সমপূরণ কলানতিকর শেষ হয়নি ছেলের পেছনে হেনরির অনুসরণ করা আকরষণীয় জিনিস তবে মানটেলের পদধতি অনুসরণ করা অসমভব হয়ে পড়ে,0
লেখক ডেটা নকল করতে সবীকার করেছেন তথাকথিত দুরদানত সংসথাগুলির বেশিরভাগই নিমনলিখিত বছরগুলিতে হয় দুরবল বা গড় পারফরমার পরিবরতে দয হযালো এফেকট পড়ুন,0
খুব ভালো বই গলপগুলো মৌলিক বলেই মনে হয়েছে সাবলীল ভাষায় লিখিত গলপগুলোর মধযে কয়েকটির পরেকষাপট বাংলাদেশ বিষয়টি নতুন বলেই মনে হয়েছে তাছাড়া গলপগুলোর ভিততি চিকিৎসা বিজঞান চিকিৎসা বিজঞান নিরভর সায়েনস ফিকশন হিসাবে বইটি অবশযই পরশংসার দাবী রাখে,1
একেবারে অকেজো মজার নয় পুডিং পড়ার চেষটা করছি সব খরচ এড়ানো শহরবাসী,0
পরিণতির দিক টা এমন না হলে রেটিং এতো কম দিতাম না ফিনিশিং ভালো লাগে নি হুমায়ূন আহমেদের চিরাচরিত উপনযাসগুলোর মতোই সাবলীলভাবে গলপ এগিয়েছে একেবারে সাদামাটা গলপ কোনো রহসয নেই শেষ অবদি লেখক জীবনদরশন তুলে ধরলেন তাতে কেবল বিতৃষণার পারদটাই বেড়েছে,0
আরও এডভানস হওয়া উচিৎ ছিল সতযিই দুঃখিত,0
বই লেখক গাঞজা খেয়ে লেখা শুরু করছিলো নাকি,0
অসাধারণ লেগেছে সুনদরভাবে উপসথাপন করেছেন,1
আশাহত হইলাম যেই পরিমান নাম ডাক শুইনা শহিদুল জহিরের বই হাতে নিলাম সিকি ভাগও ভাল লাগলো না সরি শহিদুল জহির মত একজন অধম পাঠক আপনার লেখা না বুঝতে পারলে বাংলা ভাষার এমন কষতি হয়ে যাবেনা,0
ভালো অনুবাদ খুব ভালো,1
কযাথরিন অযানডারসনের কয়েকটি বই পড়েছিলাম মধযে এটি সতযিই এটিতে পরবেশ করতে পারিনি,0
সুতরাং খুব ভাল বইয়ের অনুগামী লেখক এটিকে একসাথে পেলেন না সতযই হতাশাই ছিল,0
খুব ভালো লিখেন আপনি ভাইজান খুব ভালো খুব মানে খুব মুগধতা নিয়ে পড়লাম সাদা পরাইভেট,1
বইটা চমৎকার,1
এটাকে সায়েনস ফিকশন বলবো না তবে গলপটি অসাধারণ,1
বইটি ভয়ানক ছিল আপনি চরিতরগুলির যতন নেবেন না সেগুলি সমপরকে কথা বলুন এমন পলট যাতে অনিয়মিত লেখকের পরয়োজন যা সমপাদকের লাল কলমের পরয়োজন সময়ের সমপূরণ অপচয়,0
বযকতি একজন পরাকতন গণতানতরিক যিনি হূকার সিগারেট পছনদ করেন ডিক মরিসকে অনুসরণ ওবামাকে থামানোর চেষটা করা যায় না,0
খারাপ পড়া নয় বেশ ভাল পলট যুকতিসঙগত ভাল লেখা বিনদুটি সমপরকে কিছুটা ভাবছিলাম বা যদি এটির অনুমান করা হত সমভবত না,0
অনেক ভালো বই,1
কিনডেলের দাম কেন কাগজ কালি শরম অযৌকতিক কিনডল মূলয অযৌকতিক পরযালোচনার দাবি রাখে লজজা,0
শুধু এতটুকুই বলতে চাই বইটা পড়ার পরে ঘোর কাটতেই আপনার দিনের পর দিন সময় লাগবে,1
মোটামোটি তবে সময় ভরমন সমপরকে যেসব ধারনা দেওয়া আছে তা কাছে একে বারেই অগরহন যোগয ধারনা গুলোই ঠিক না,0
ফাটাফাটি বই উদভট বিজঞান অনবদয চরিতরায়ণ সহজ গদযের মিশরণে এমন বই কমই মেলে,1
বইটা খুব ভাল কিনতু বইয়ের পাতার মান ভাল না এক পাতার ছাপ উলটা পাতায় দেখা যাওয়ার কারনে অনেক কষট পরতে হয়েছে,0
বইটি পছনদ করি নি এটি অদভুত চতুর ছিল যেমন সটুয়েভাসেনটের কাছে পরতযাশা করেছিলাম যেমন এটি বইয়ের বিবরণে বযাখযা করেছেন,0
অসাধারণ বই বইটি পড়ে মাইকরোকনটরোলার নিয়ে খুঁটিনাটি সবকিছু জানতে পেরেছি নিজে কাজ শুরু করতে পেরেছি মাইকরোকনটরোলার নিয়ে এইভাবে লেখা বই দেখিনি ধনযবাদ খুশবু আপু রাকিব ভাইয়া এইরকম বই লেখার,1
এটি সতয ওসিডি রোগীদের বই এটি এডিডি বা ওসিপিডি রোগীদের নয় এটি সহায়ক ছিল না,0
ফলযাপে যদিও থরিলার লেখা ছিলো তবে পড়তে গিয়ে একবারও টের পাই নি বরং কিছু জায়গায় অপরয়োজনীয় পযাঁচাল বিরকতিই বাড়িয়েছে শুধু কাহিনীর অসামঞজসযতা পীড়াদায়ক পরায়ই মনে হয়েছে কী সব ছাঁইপাশ লেখা মাথা মুনডু নাই পড়া লেখকের এটাই পরথম বই বেশ নাম শুনে হাতে নিয়েছিলাম পুরোপুরি হতাশ,0
বইটা এত অশলীল আগে যানতাম না,0
দুঃখিত তবে আপনি যদি কোনও উপনযাসের শালীন সমাপতিও সরবরাহ করতে না পারেন তবে বযবসায় বেরিয়ে যান শীশ সিকযুয়াল রেখেছে শুভকামনা,0
না পড়লেই কষতি নাই বরং মূলযবান সময় বাঁচবে,0
মাশাআললাহ পয়সা উশুল অনেক সুনদর তথয বহুল বই,1
আলহামদুলিললাহ অনেক সুনদর বই অনেক কিছু জানার আছে সব ছহীহ হাদিছ অনুযায়ী আছে শাইখ আবদুর রাযযাক বিন ইউসুফকে আললাহ সুবহানাহু ওয়াতাআ লা উততম পরতিদান দিক আমীন,1
এতো জঘনয মানের ইতিহাসের বই হতে পারে ধারণা ছিল না বইটি শেষ করা সমভব হইনি পকষে অনুরোধ করব কেউ টাকা নসট করবেন না বই কিনে,0
অসমভব ভালো বই সবার এক বার হলেও পরা উচিত আসা করি সবার কাছে ভালো লাগবে,1
বইটি পড়তে বছর অপেকষা করেছি আরও টি অপেকষা করা উচিত ছিল আসল সনুজেফেষট সমসত হটটগোল সমপরকে তা দেখতে পাচছি না,0
অসাধারন বই,1
ভাল বই আপনাদের সংগরহে রাখতে পারেন,1
কুসংষকারাচছনন বই তামাম দুনিয়ার যত ধরনের ধরমীয় কুসংষকার আছে কোনটাই মনে হয় বাদ যায় নাই আগেও অনেক হরর পজেশান মিষটরি সাইফাই পড়েছি এমন কুসংষকার গরসথ বইকেই মনে হয়নি,0
শেয়ার বাজার জিজঞাসা বইটি পড়ে অনেক ভালো লেগেছে পুঁজিবাজারে বিনিয়োগকারী হলেই বইটি কিনতে হবে এমন নয় বইটি সকুল কলেজ বিশববিদযালয়ে অধযয়নরত ছাতর ছাতরীদের পাঠয বিষয় হিসেবে তাদের হাতে পৌছে দিতে পারলে আমাদের পুঁজিবাজার আরো অনেক দূর এগিয়ে যেতো শেখার হলেও বইটি কেনা উচিৎ,1
অসাধারণ উপনযাস খুব ভালো লেগছে পড়ে,1
এটি ভাল বিনোদনমূলক বইয়ের মতো লাগছিল এটি তাদের পকষে হতে পারে যারা পরচুর শপথ মোটা কথাবারতা বলে পেট করতে পারেন সবার এক হতে দিন,0
এতো পযানরপযানর,0
অসাধারন সব গলপের সমাহার সবারই পড়ে দেখা উচিত,1
বইটিতে ুকতে পারিনি কেবল দেখে মনে হচছিল অনেকটা একইরকম দুজনের সমপরকে এমন কিছু ছিল না যা আকরষণীয় বা সমভাবযভাবে সেকসি পেয়েছি,0
ভরমণ বিষয়ক পড়া বই সমূহের মধযে চমৎকার বই হলো মিরআতুল মামালিক যেমন চাঞচলযকর তেমনি উততেজনাকর পাশাপাশি ভয়ংকরও এক কথায় সবই পেয়েছিলাম বইটিতে,1
বইটা একদম ভালো লাগেনি মনে হয়েছে অপরয়োজনীয় শবদে ভরপুর শেষের দিকে হয়ত একটু মিনিংফুল মনে হয় কিনতু পুরো উপনযাসটা শেষ করা মানে বিশাল বিরকতির সময় পার করা,0
আপনি যদি মহিলা দৃষটিভঙগি সহ এমন বই পছনদ করেন যা অশলীলতা পরচুর যৌন আকাঙকষার উপর নিরভর তবে আপনি এটি উপভোগ করতে পারেন না,0
বইটিতে ুকতে পারি নি তাই ছেড়ে দিয়েছি আবার চেষটা করা উচিত সমভবত আগে ঠিক মেজাজে ছিলাম না,0
অনেক তথযবহুল বই সবার পড়া উচিত আলহামদুলিললাহ,1
অসমভব ভাল লাগল উপনযাসটি পড়ে রাশা জীবনে সরবোচচ কষটদায়ক মুহূরতে কীভাবে বেচে ছিল কীভাবে নতুন সব শুরু করল তা পরতিটা কিশোর কিংবা কিশোরীর জানা উচিত,1
লেখকের ভাষা শবদ উপমা নিরবাচন পরশংসাযোগয কিনতু উপনযাসের ভিতরে কিছু নেই বইয়ের মাঝখানে গিয়েও মনে হল কাহিনী কই অধিক রোমানটিকতা সমবলিত বইটি বাঙালী পাঠকসমাজে এত জনপরিয়তা পরাপতির হেতু বুঝতে পারলাম না,0
অনধকার হতাশাবযঞজক হতাশাজনক অশলীল মাধযমে পেতে পারি না মিঃ মি বিচার করছেন না শুধু ধরণের গলপ নয়,0
অসাধারন বই বেশ মজার সাথে পড়ছি মাঝে মাঝে হাসি পাচছে তবে অনেক কিছু শিখতে পারছি অনেক সহজভাবে যা আগে পারি নাই বেসিকের জনযএর চেয়ে ভালো বই হয় না,1
বই সরান এইখান থিকা,0
পরবাসী জীবনের নানা রকম অসঙগতির তথয ভিততিক বইটি আমাদের উপহার দেবার সনমানিত লেখককে অসংখয ধনযবাদ,1
অসাধারণ বই  সালের মহান সবাধীনতা যুদধে একজন মায়ের গলপ অসাধারণ ভাবে ফুটিয়ে তোলা হয়েছে বইটি লেখকের অনযতম সেরা বই,1
আবেগ সঙগে বই ঘৃণা আমাকে এটি ইংরেজী কলাসের পড়তে হয়েছিল একেবারেই ঘৃণা করি,0
আউটসোরসিং ধারনা লাভের অনেক খজাখুজির পর বইটির খোজ পেয়েছি সতযি বইটি খুব উপকারী,1
এটা শুধু ছোটটগলপ বিশেষতব নেই,0
ভালো হয় নি,0
পযাটরিকের পরথম দুটি বই অসামানয ছিল অদেখা নিমিতজ কলাস নিয়ে চূড়ানত হতাশ হয়েছি একজন ইরাকি পুরো মারকিন নৌবাহিনীকে ছাড়িয়ে গেছে শুধু ভাল পড়া না,0
পরথমত উপনযাসের নামে আকৃষট হয়েছিলাম মনে করেছিলাম খুবই বই কলাস  তখন পড়ি সকুলের পাশে লাইবরেরীতে দেখেছিলাম খুব ইচছা করতো বইটা পড়বো কিনতু কেনো জানিনা হয়ত বইএর এরকম নামের জনযই হয়ত একটু লজজা লজজা করতো নিতে যাই হোক সে সময় পড়তে পারিনি  এসে শেষপরযনত সেই ইচছা পূরণ করি কিনতু মা রোমানস তো দূরের কথা রোমানসের ছিটেফোঁটাও নেই এখানে গলপ টাও ভালো লাগেনি,0
এক কথাই অসাধারণ,1
কাউনটারটিস এখন পরযনত পড়েছি এমন অতযনত হাসযকর গলপ মনে হয়েছিল অকেজো অভিনেতাদের সাথে দেশের মেলায় াল কৌতুক দেখছি,0
অপরিশীলিত,0
এটি পরজবলিত বা পছনদ মত সবচেয়ে খারাপ হতে হবে পিকস পরসারিত হয় না তাদের অরধেক পড়তে পারেনি এছাড়াও কিনডা খোঁড়া দুঃখিত,0
ভরমণ পরিয় মানুষ দের ভাল বই,1
বইটির লেখা খুব ভাল হয়েছে,1
বাজে অনুবাদ একদম বাজে পলিজ কেউ অনুবাদ কিনবেন না বড় ভুল করলাম বই টা কিনে,0
পড়া সেরা বিশটা উপনযাসের তালিকায় কখনোই লোটাকমবল ঢুকবে না সেরা চললিশেও সমভবত নয় অধযায়গুলোতে অনেক অংশ ই আছে রীতিমতো ভাবিয়ে তুলবার মতো সেটা মানি তবে কনক মুকু শুরু যাবতীয় নারী চরিতরের অপরয়োজনীয় রগরগে শারিরীক বরণনা পড়তে পড়তে একসময় মেজাজ চরম খারাপ হয়ে যায় পাঁচে টেনেটুনে তিন নাকি আরো কমাবো,0
সাইনসের বইটি খুবই দারুন বই যা সাইনসকে ভালোবেসে মজাকরে গলপগুলো লেখা পড়লেই বুঝবেন খুবই চমৎকার,1
যেসব শিশু কিশোররা ইংরেজি গলপ পড়তে চায় সাথে রূপকথার গলপ সেই হিসেবে বইটি খুবই চমৎকার এখানে চারটি রূপকথার গলপ রয়েছে যা পড়ে শিশুরা খুবই মজা পাবে,1
অসাধারণ বই অতযনত সহজ মজার মজার শবদচায়ন বযবহার করা হয়েছে বইটিতে আরডুইনো বোঝার বাংলাভাষিদের বইটি অতযনত কারযকরী,1
সটুডেনটদের লাইফের পরোগরেসের অসমভব সুনদর হেলপফুল বই,1
পযারাডকসিকযাল সাজিদের পরতযকটা সিরিজে নাসতিকদের কঠিন পরশনের জবাবে কোরআনের আলোকে বিজঞানের বিবরতনে যৌকতিক বযখযা দিয়ে ইশবর আছেন উপযুকত পরমাণ সাজিদ দিয়েছেন যারা শুধুমাতর বিজঞানকে বিশবাস আললাহ নেই অদভুত যুকতি দেখিয়েছেন তাদের যুকতির উপর পালটা যুকতি দিয়ে সাজিদ বুঝিয়ে দিয়েছে পৃথিবীর সরষটা অবশযই কেউ আছে বিশবজগৎ আপনা আপনি সৃষটি হয় নি,1
হযাঁ হরনবযাকার লিখতে পারেন তবে বইটি বিরকতিকর ছিল মনে হচছিল তিনি লোকদের ইডিতে কীভাবে আরও উননত হতে পারেন তা বলার চেষটা করছেন,0
চমৎকার বই পরকৃত ইতিহাস জানতে ইচছুক এমন বযকতিকে অবশযই বইটা পড়া উচিত এক পকষের ইতিহাস পড়ার চেয়ে দুই পকষেরই ইতিহাস পড়া উচিত এতে জঞান বাড়বে মুকতিযুদধের চেতনার কোনো সমসযা হবেনা সুবিধাবাদীরা অনেক কিছুই বলবে কান দেয়ার সময় কই,1
একজন পরযালোচক বইটিকে উইকড আউফুল বলেছিলেন সাথে আছি এটি এত বাজে এত পরিপূরণ ছিল শেষ করতে চাইনি,0
সমকালীন সময়ের শরেষঠ বই,1
এটা বই ছিঃ ধিকার জানায় পরশাসনের নজর দেয়া উচিৎ বই  শে বই মেলায় পাবলিশ হচছে সেটা কতটা মান সমপূরণ রকমারিরও উচিৎ ছিল এমন বই তাদের ওয়েবসাইটে পাবলিশ না করা,0
